doi,title
10.1007/s11517-019-02071-1,Nucleus and cytoplasm–based segmentation and actor-critic neural network for acute lymphocytic leukaemia detection in single cell blood smear images
10.1016/j.image.2019.115729,Real-time hand posture recognition using hand geometric features and Fisher Vector
10.1016/j.media.2019.101623,Tensor-cut: A Tensor-based Graph-cut Blood Vessel Segmentation Method and Its Application to Renal Artery Segmentation
10.1016/j.ins.2019.12.007,A privacy-preserving data aggregation scheme for dynamic groups in fog computing
10.1007/978-3-030-36056-6_3,Residual Neural Network Vs Local Binary Convolutional Neural Networks for Bilingual Handwritten Digit Recognition.
10.1007/s11704-018-7253-3,Bangla language modeling algorithm for automatic recognition of hand-sign-spelled Bangla sign language
10.1016/j.phycom.2019.100953,Multiple access schemes for Cognitive Radio networks: A survey
10.1016/j.ijhcs.2019.102382,Design and Assessment of a Personal Breathalyzer Intervention to Support Responsible Drinking
10.1016/j.compchemeng.2019.106669,Hidden representations in deep neural networks: Part 1. Classification problems
10.1007/s00211-019-01091-1,Error estimates for variational normal derivatives and Dirichlet control problems with energy regularization
10.1016/j.compeleceng.2019.106533,An ensemble of fine-tuned fully convolutional neural networks for pleural effusion cell nuclei segmentation
10.1016/j.cor.2019.104864,The location routing problem using electric vehicles with constrained distance
10.1007/s10458-019-09425-x,An agent for learning new natural language commands
10.1016/j.jfranklin.2019.11.060,Lag Output Synchronization for Multiple Output Coupled Complex Networks with Positive Semidefinite or Positive Definite Output Matrix
10.1016/j.image.2019.115721,Secret image sharing with separate shadow authentication ability
10.1016/j.artmed.2019.101771,Predicting dementia with routine care EMR data
10.1016/j.imavis.2019.103858,Enhancing deep discriminative feature maps via perturbation for face presentation attack detection
10.1016/j.ins.2019.11.036,Formal approach for discovering work transference networks from workflow logs
10.1016/j.bspc.2019.101738,A comparison of EOG baseline drift mitigation techniques
10.1016/j.eswa.2019.113129,Transform domain representation-driven convolutional neural networks for skin lesion segmentation
10.1016/j.ins.2019.12.011,AREA: An adaptive reference-set based evolutionary algorithm for multiobjective optimisation
10.1016/j.engappai.2019.103374,A point-of-interest suggestion algorithm in Multi-source geo-social networks
10.1016/j.ijar.2019.11.010,Discernibility matrix based incremental feature selection on fused decision tables
10.1016/j.automatica.2019.108704,Second-order sliding mode controller design with output constraint
10.1016/j.neuroimage.2019.116452,Dynamic causal modelling of phase-amplitude interactions
10.1016/j.jbi.2019.103350,"Targeting the uncertainty of predictions at patient-level using an ensemble of classifiers coupled with calibration methods, Venn-ABERS, and Conformal Predictors: A case study in AD"
10.1016/j.sigpro.2019.107410,Incipient fault detection and estimation based on Jensen–Shannon divergence in a data-driven approach
10.1007/s11192-019-03306-6,Research on impact evaluation of open access journals
10.1016/j.cie.2019.106210,Optimizing inland waterway port management decisions considering water level fluctuations
10.1016/j.compag.2019.105116,An economic feasibility assessment framework for underutilised crops using Support Vector Machine
10.1016/j.adhoc.2019.102053,An efficient route planning model for mobile agents on the internet of things using Markov decision process
10.1016/j.cmpb.2019.105241,Skin lesion segmentation using high-resolution convolutional neural network.
10.1016/j.sysconle.2019.104591,On construction of Lyapunov functions for scalar linear time-varying systems
10.1016/j.micpro.2019.102949,An Analytical Framework for High-Speed Hardware Particle Swarm Optimization
10.1016/j.eswa.2019.113084,Rough set based lattice structure for knowledge representation in medical expert systems: low back pain management case study
10.1016/j.cose.2019.101682,A novel method for malware detection on ML-based visualization technique
10.1016/j.cose.2019.101685,Security-oriented view of app behaviour using textual descriptions and user-granted permission requests
10.1016/j.sigpro.2019.107420,Robust adaptive beamforming with null-pattern constraints
10.1016/j.neucom.2019.11.049,Adaptive embedding gate for attention-based scene text recognition
10.1145/3372885.3373827,Exploration of neural machine translation in autoformalization of mathematics in Mizar.
10.1016/j.asoc.2019.105973,Clustering-based method for large group decision making with hesitant fuzzy linguistic information: Integrating correlation and consensus
10.1016/j.dss.2019.113225,"If erring is human, is system use divine? Omission errors during post-adoptive system use"
10.1007/s11704-018-7386-4,Transparent partial page migration between CPU and GPU
10.1016/j.bspc.2019.101679,Optimal extraction of EMG signal envelope and artifacts removal assuming colored measurement noise
10.1016/j.aei.2019.101003,Deep learning-based extraction of construction procedural constraints from construction regulations
10.1016/j.jss.2019.110491,A universal cross language software similarity detector for open source software categorization
10.1007/978-3-030-36056-6_37,Conditional Generative Adversarial Networks for Data Augmentation in Breast Cancer Classification
10.1016/j.ins.2019.12.005,Hybrid adversarial network for unsupervised domain adaptation
10.1016/j.asoc.2019.106003,An enhanced multi-objective grey wolf optimizer for service composition in cloud manufacturing
10.1007/s11192-019-03315-5,Spam emails in academia: issues and costs
10.1016/j.dsp.2019.102632,Sparsity-based phase spectrum compensation for single-channel speech source separation
10.1016/j.neuroimage.2019.116434,"Impact of prospective motion correction, distortion correction methods and large vein bias on the spatial accuracy of cortical laminar fMRI at 9.4 Tesla."
10.1016/j.amc.2019.124926,Bipartite formation problem of second-order nonlinear multi-agent systems with hybrid impulses
10.1016/j.comcom.2019.11.037,Energy efficient for UAV-enabled mobile edge computing networks: Intelligent task prediction and offloading
10.1016/j.csl.2019.101053,Trajectory-based recognition of dynamic Persian sign language using hidden Markov model
10.1016/j.iot.2019.100150,DevOps Contract for Assuring Execution of IoT Microservices in the Edge
10.1016/j.compeleceng.2019.106522,"Industrial internet of things: Recent advances, enabling technologies and open challenges"
10.1016/j.ijhcs.2019.102379,Pursuing pleasance: Interrogating energy-intensive visions for the smart home
10.1016/j.asoc.2019.105992,Uncertain demand estimation with optimization of time and cost using Facebook disaster map in emergency relief operation
10.1016/j.future.2019.11.039,QoS provisioning for various types of deadline-constrained bulk data transfers between data centers
10.1016/j.media.2019.101624,Graph temporal ensembling based semi-supervised convolutional neural network with noisy labels for histopathology image analysis
10.1016/j.neucom.2019.11.073,ProLFA: Representative prototype selection for local feature aggregation
10.1007/s40815-019-00770-3,Observer-Based Fuzzy Control for Four-Wheel Independently Driven Electric Vehicles with Active Steering Systems
10.1016/j.jpdc.2019.11.010,Efficient authentication protocol with anonymity and key protection for mobile Internet users
10.1016/j.tcs.2019.12.004,Constrained pseudorandom functions from functional encryption
10.1007/978-3-030-36056-6_34,Survey of Offline Arabic Handwriting Word Recognition.
10.1016/j.cie.2019.106212,An integrated fuzzy QFD and grey decision-making approach for supply chain collaborative quality design of large complex products
10.1016/j.image.2019.115727,A nonsubsampled countourlet transform based CNN for real image denoising
10.1016/j.sigpro.2019.107411,Detection of Pilot Spoofing Attack in Massive MIMO Systems Based on Channel Estimation
10.1016/j.asoc.2019.105988,Cooperative particle swarm optimization with reference-point-based prediction strategy for dynamic multiobjective optimization
10.1016/j.compeleceng.2019.106524,Blockchain-enabled deep semantic video-to-video summarization for IoT devices
10.1016/j.compeleceng.2019.106527,Prediction of the price of Ethereum blockchain cryptocurrency in an industrial finance system
10.1016/j.automatica.2019.108737,Multiple-source ellipsoidal localization using acoustic energy measurements
10.1016/j.matcom.2019.11.013,Robustness on topology reconfiguration of complex networks: An entropic approach
10.1016/j.engappai.2019.103397,Generalized elastic net Lp-norm nonparallel support vector machine
10.1016/j.bspc.2019.101792,Multiple abnormality detection for automatic medical image diagnosis using bifurcated convolutional neural network
10.1007/s42979-019-0051-7,Discrete-Event Simulation-Based Q-Learning Algorithm Applied to Financial Leverage Effect
10.1016/j.sysconle.2019.104592,Event-triggered control for a class of switched uncertain nonlinear systems
10.1080/00207721.2019.1691751,Model-based event-triggered dynamic output predictive control of networked uncertain systems with random delay
10.1016/j.jfranklin.2019.11.066,Extended non-fragile dissipative estimation for nonlinear semi-Markov jump systems
10.1145/3336191.3371851,Transferring Robustness for Graph Neural Network Against Poisoning Attacks
10.1145/3371100,The High-Level Benefits of Low-Level Sandboxing
10.1016/j.comcom.2019.12.016,AFA: Adversarial fingerprinting authentication for deep neural networks
10.1016/j.jcta.2019.105183,The generating function of planar Eulerian orientations
10.1016/j.engappai.2019.103421,A fitting model based intuitionistic fuzzy rough feature selection
10.1016/j.adhoc.2019.102067,Indoor localization using Time Difference of Arrival with UWB signals and unsynchronized devices
10.1007/s00500-019-04600-4,learning with policy prediction in continuous state-action multi-agent decision processes
